 -20.000000  2000.000000  -1.262493483e-22
 -20.000000  2010.000000  -1.262493483e-14
 -20.000000  2020.000000  -5.049973932e-14
 -20.000000  2030.000000  -1.136244135e-13
 -20.000000  2040.000000  -2.019989573e-13
 -20.000000  2050.000000  -3.156233707e-13
 -20.000000  2060.000000  -4.544976539e-13
 -20.000000  2070.000000  -5.861380418e-13
 -20.000000  2080.000000  -6.780607697e-13
 -20.000000  2090.000000  -7.302658377e-13
 -20.000000  2100.000000  -7.427532456e-13
 -20.000000  2110.000000  -7.155229935e-13
 -20.000000  2120.000000  -6.485750814e-13
 -20.000000  2130.000000  -6.038417916e-13
 -20.000000  2140.000000  -6.432554063e-13
 -20.000000  2150.000000  -7.668159255e-13
 -20.000000  2160.000000  -9.745233494e-13
 -20.000000  2170.000000  -1.266377678e-12
 -20.000000  2180.000000  -1.642378911e-12
 -20.000000  2190.000000  -2.141170824e-12
 -20.000000  2200.000000  -2.801397192e-12
 -20.000000  2210.000000  -3.623058016e-12
 -20.000000  2220.000000  -4.606153296e-12
 -20.000000  2230.000000  -5.750683031e-12
 -20.000000  2240.000000  -7.056647222e-12
 -20.000000  2250.000000  -8.371607839e-12
 -20.000000  2260.000000  -9.543126854e-12
 -20.000000  2270.000000  -1.057120427e-11
 -20.000000  2280.000000  -1.145584008e-11
 -20.000000  2290.000000  -1.219703429e-11
 -20.000000  2300.000000  -1.279478689e-11
 -20.000000  2310.000000  -1.323724242e-11
 -20.000000  2320.000000  -1.351254538e-11
 -20.000000  2330.000000  -1.362069579e-11
 -20.000000  2340.000000  -1.356169363e-11
 -20.000000  2350.000000  -1.333553892e-11
 -20.000000  2360.000000  -1.294223164e-11
 -20.000000  2370.000000  -1.241995184e-11
 -20.000000  2380.000000  -1.180687953e-11
 -20.000000  2390.000000  -1.110301471e-11
 -20.000000  2400.000000  -1.030835739e-11
 -20.000000  2410.000000  -9.42290757e-12
 -20.000000  2420.000000  -8.446665242e-12
 -20.000000  2430.000000  -7.467727339e-12
 -20.000000  2440.000000  -6.574190793e-12
 -20.000000  2450.000000  -5.766055604e-12
