dmb,dm15err,dcolor,dMB
0.04343779218187728,0.1012508247907587,0.05440127424510099,0.04343779218187728
0.03973772845056733,0.07748905726707347,,0.03973772845056733
0.02930623882296972,0.03602181932796057,0.03631970822195095,0.02930623882296972
0.013390610477191459,0.03185952378585432,,0.013390610477191459
0.01944333335061948,0.10855708636028452,0.023974727237647955,0.01944333335061948
0.032645918227683764,0.06258806541311714,,0.032645918227683764
0.03736418681055114,0.09581449735706074,,0.03736418681055114
0.024397262320572075,0.07572656549833395,0.034528308439765135,0.024397262320572075
0.03366364429131776,,,0.03366364429131776
0.042275066037423016,,,0.042275066037423016
0.05935127680668147,0.1408141307959732,,0.05935127680668147
0.016005203921964577,0.15871396209237254,0.0244900898986546,0.016005203921964577
0.015379959583520956,0.06643230349434336,0.02175852711614235,0.015379959583520956
0.049707970998730734,0.12133045559116372,,0.049707970998730734
0.017241737974315732,0.08700945929318563,0.023261598841955625,0.017241737974315732
0.06424196135147926,0.08333321724932999,0.08381770405343893,0.06424196135147926
0.012704914079305477,0.05111055169284188,0.030437709591782287,0.012704914079305477
0.11572999283025845,0.17127921282120054,,0.11572999283025845
0.02310058950996732,0.03574321162675235,0.058125386454900535,0.02310058950996732
0.03435556656292019,0.08505069358957464,,0.03435556656292019
0.05301671460220364,0.08102051905316371,,0.05301671460220364
0.012449189964364605,,,0.012449189964364605
0.035286539328511626,0.15921823928359632,,0.035286539328511626
0.043849991424010734,0.10245784908730306,,0.043849991424010734
0.056189949766752366,,0.10159993070364688,0.056189949766752366
0.01972560916686817,0.11382375567649106,0.027477843243754727,0.01972560916686817
0.050158601302275695,0.22099113442953308,,0.050158601302275695
0.08059771904364238,,,0.08059771904364238
0.1112478785817314,,,0.1112478785817314
0.04365283082098701,0.06120094887116127,,0.04365283082098701
0.05673679364308557,0.22833493667818314,,0.05673679364308557
0.04536233282790924,0.10695928758753163,,0.04536233282790924
0.02682391365711279,0.0941701127413462,,0.02682391365711279
0.027567155025913042,0.04629729090620357,,0.027567155025913042
0.02265738098499046,0.07670026992752424,,0.02265738098499046
0.05774860523543776,0.10642912038150294,,0.05774860523543776
0.025960068762258814,0.030144557661932105,0.03728998311379872,0.025960068762258814
0.045374322946886,0.08735511117093862,,0.045374322946886
0.040733799850709636,0.08382445177164205,,0.040733799850709636
0.06728056865324535,,,0.06728056865324535
0.003823893558663572,0.04737528194439241,,0.003823893558663572
0.062014794856049785,0.12328056134685668,,0.062014794856049785
0.04931917505056052,0.05125673782208455,0.08556459040000444,0.04931917505056052
0.044316989365020994,,,0.044316989365020994
0.045180295912223466,0.16027480840305364,,0.045180295912223466
0.03828364582890873,0.17694394266536395,,0.03828364582890873
0.02026670938164031,0.036732368849053065,,0.02026670938164031
0.029599490175341,0.144053044915017,,0.029599490175341
0.07873395201636099,,,0.07873395201636099
0.005378758560041,0.09425138268542,0.010244496431781,0.005378758560041
0.040882678761835,0.053310964745184986,0.050841508211661,0.040882678761835
0.016978830343544,0.068709370149812,0.026294220111158,0.016978830343544
0.09226382319887197,0.12151296167366303,,0.09226382319887197
0.042675228925125,0.137926204900003,,0.042675228925125
0.029898278606175,0.08414799366817599,0.08894540275462501,0.029898278606175
0.012225887817344998,0.0502277710133,,0.012225887817344998
0.028537760798118,0.06598535527191,,0.028537760798118
0.016235777786411998,0.08389037693053099,0.024731936790025,0.016235777786411998
0.037943085057335,0.15002851365032402,0.054115286996091,0.037943085057335
0.064156294310312,,,0.064156294310312
0.021937266230757,0.033879383036308,0.035689409068057995,0.021937266230757
0.039181369619876,0.042077633756834994,0.049350203703477,0.039181369619876
0.039710655564046,0.102226644365239,,0.039710655564046
0.020315406108807,0.03001850335606,,0.020315406108807
0.016364452088762,0.021856235321348,0.029310861838764,0.016364452088762
0.008059449042634,0.039183120265984,,0.008059449042634
