sn,z,tmax,mb,dmb,dm15,dm15err,color,dcolor
05D2ct,0.734,53420.49156390413,24.433805290823553,0.08855086224487277,0.6870433768035298,0.152281601198913,,
05D2nt,0.757,53727.58455490163,24.06591639639272,0.03351569216887153,0.7481038633314512,0.12217317955873036,,
05D2ec,0.64,53439.403119890645,23.6146774550454,0.04972094556415086,1.0046152202631475,0.07459309966475329,,
05D4ev,0.722,53629.98739993329,24.221306550964908,0.0769887042732379,1.1329576877590597,0.11843890670687147,,
05D2bv,0.474,53405.47779589918,22.73071088740564,0.004706728568930361,1.0776078160096318,0.21582055410869957,-0.04592678960990071,0.016370333420738965
05D3ci,0.515,53427.02314494929,23.68522885838434,0.16829646838347018,0.4097453542447269,0.19333159325694413,0.15304568747680491,0.2023276139377518
05D2bt,0.68,53401.582239904434,23.533764468004758,0.04123295698103713,0.8953832567306534,0.09870697286404279,,
05D2dt,0.574,53450.75632595558,23.698299403634547,0.0406267241889114,0.9248033704440672,0.06314737438871304,,
05D3mn,0.76,53557.48319990291,23.991088578560454,0.03444586758551121,,,,
05D1ck,0.617,53626.929929936254,24.092382247369915,0.04604179718088148,0.841668188772779,0.09075844081882321,,
05D2dw,0.417,53452.991924959555,22.435184532911837,0.04253846696558672,0.8436192030072434,0.044718321982968774,-0.08425403192020298,0.07920387861543399
05D4fg,0.839,53642.543454882245,24.167338492024708,0.05562184684464697,0.9600124698666761,0.10434597392119949,,
05D4fo,0.373,53657.36599993813,22.468757682434227,0.030620500452198437,1.0958496697952143,0.04118072968344296,-0.0015662288774436206,0.0406207578346035
05D1hm,0.587,53698.57299989305,24.186463196569125,0.03806998760602623,0.964909121751738,0.11472121728839083,,
05D3jb,0.745,53514.28328493967,23.8974708473387,0.062112390127877296,0.907783586910945,0.20603967072642912,,
05D3mh,0.67,53554.331999890026,24.03749983099353,0.04433966430834437,,,,
05D3mq,0.246,53576.20678391869,21.549300146053188,0.02225121153219291,,,0.04879268821581917,0.03186169668733559
05D4cq,0.701,53585.79978388677,23.698527208790534,0.03126014262736617,0.9588181734549508,0.09002711126568862,,
05D4ej,0.585,53627.560499935855,23.70487333040438,0.03445584782348691,0.9658321844875388,0.05362830937299935,,
05D3lr,0.6,53539.709199891055,23.84192134687031,0.06396293538900591,0.86704318030921,0.09663116745323629,,
05D2ci,0.63,53426.921999936494,23.617723349938313,0.16276965202680407,1.130980174189915,0.17360863466408857,,
05D1er,0.86,53669.09959988633,24.61351988919151,0.07265242302551975,1.0490871372636548,0.16977446980323685,,
05D3cf,0.419,53419.45798190482,22.93221589175403,0.024717520383436734,1.1364542058650926,0.14819503168472759,0.016464362697341528,0.029567606296725224
05D3kp,0.85,53529.56679987702,24.05523117297216,0.050779274095868854,0.8827311415928207,0.07351128766545381,,
