time	flux	flux_err	mag	mag_err	zp	band
74.0	7.485736437315448e-20	5.779859991393522e-21	25.98	0.084	-21.834	Megacam_i
75.0	7.27310635775706e-20	5.608365944970837e-21	26.012	0.084	-21.834	Megacam_i
76.0	7.06525657880724e-20	5.4427162372289884e-21	26.043	0.084	-21.834	Megacam_i
77.0	6.862366777419801e-20	5.282999715362872e-21	26.075	0.084	-21.834	Megacam_i
78.0	6.66418898025745e-20	5.128845373156528e-21	26.106	0.084	-21.834	Megacam_i
79.0	6.470738388257443e-20	4.979995345965335e-21	26.138	0.084	-21.834	Megacam_i
80.0	6.282398662040353e-20	4.836431425071486e-21	26.171	0.084	-21.834	Megacam_i
81.0	6.099267980417258e-20	4.697900449860607e-21	26.203	0.084	-21.834	Megacam_i
82.0	5.921203683502994e-20	4.563979457297405e-21	26.235	0.084	-21.834	Megacam_i
83.0	5.748465984290198e-20	4.434587545043409e-21	26.267	0.084	-21.834	Megacam_i
84.0	5.581170365063827e-20	4.309576563657759e-21	26.299	0.084	-21.834	Megacam_i
85.0	5.418757729130358e-20	4.1883226453511454e-21	26.331	0.084	-21.834	Megacam_i
-20.0	1.2995687030494897e-47	9.365671797278099e-49	95.071	0.078	-22.144	Megacam_z
-19.0	1.1710910581324981e-26	8.375899924383309e-28	42.684	0.078	-22.144	Megacam_z
-18.0	1.352423999792084e-26	9.59497664418975e-28	42.528	0.077	-22.144	Megacam_z
-17.0	1.208965982748191e-22	8.504188064342919e-24	32.65	0.076	-22.144	Megacam_z
-16.0	6.2156809234325345e-21	4.333179424651558e-22	28.372	0.076	-22.144	Megacam_z
-15.0	2.1520037377722717e-20	1.4862487979527175e-21	27.024	0.075	-22.144	Megacam_z
-14.0	4.720227100614436e-20	3.226364908190466e-21	26.171	0.074	-22.144	Megacam_z
-13.0	8.146692461529581e-20	5.513145894623485e-21	25.578	0.073	-22.144	Megacam_z
-12.0	1.2487725010598885e-19	8.365554478536314e-21	25.115	0.073	-22.144	Megacam_z
-11.0	1.7370999516632115e-19	1.1518814208790687e-20	24.756	0.072	-22.144	Megacam_z
-10.0	2.198279291720246e-19	1.443084108025356e-20	24.501	0.071	-22.144	Megacam_z
-9.0	2.6851612903933683e-19	1.7456644801057154e-20	24.283	0.071	-22.144	Megacam_z
-8.0	3.2121570354662404e-19	2.069414716839412e-20	24.089	0.07	-22.144	Megacam_z
-7.0	3.7577396898536034e-19	2.401314892545069e-20	23.919	0.069	-22.144	Megacam_z
-6.0	4.246819359693979e-19	2.69521041916629e-20	23.786	0.069	-22.144	Megacam_z
-5.0	4.67372721535601e-19	2.9500250081719377e-20	23.682	0.069	-22.144	Megacam_z
-4.0	4.968229127211065e-19	3.123674734913371e-20	23.615	0.068	-22.144	Megacam_z
-3.0	5.106971002953649e-19	3.203236227406043e-20	23.585	0.068	-22.144	Megacam_z
-2.0	5.174171062314805e-19	3.242379482912903e-20	23.571	0.068	-22.144	Megacam_z
-1.0	5.204515934373876e-19	3.2631132137963226e-20	23.565	0.068	-22.144	Megacam_z
0.0	5.164930302155188e-19	3.2448546976266774e-20	23.573	0.068	-22.144	Megacam_z
1.0	5.056437377672683e-19	3.188019658110779e-20	23.596	0.068	-22.144	Megacam_z
2.0	4.891403337827075e-19	3.0994527225345764e-20	23.632	0.069	-22.144	Megacam_z
3.0	4.677424012375454e-19	2.9822136531797024e-20	23.681	0.069	-22.144	Megacam_z
4.0	4.515468175780785e-19	2.8989785474062593e-20	23.719	0.07	-22.144	Megacam_z
5.0	4.396163405999037e-19	2.843011199014818e-20	23.748	0.07	-22.144	Megacam_z
6.0	4.256681046575481e-19	2.772794457826402e-20	23.783	0.071	-22.144	Megacam_z
7.0	4.1145376152744345e-19	2.6984340059246082e-20	23.82	0.071	-22.144	Megacam_z
8.0	3.9918367002404956e-19	2.6335568484195615e-20	23.853	0.072	-22.144	Megacam_z
9.0	3.88801699072673e-19	2.5773756042165484e-20	23.882	0.072	-22.144	Megacam_z
10.0	3.7960138524024206e-19	2.5250750196639587e-20	23.908	0.072	-22.144	Megacam_z
11.0	3.7094726513535316e-19	2.472587279305054e-20	23.933	0.072	-22.144	Megacam_z
12.0	3.6181504399901707e-19	2.413554515925956e-20	23.96	0.072	-22.144	Megacam_z
13.0	3.532120925187403e-19	2.355445442980643e-20	23.986	0.072	-22.144	Megacam_z
14.0	3.465429109823514e-19	2.3085310947891287e-20	24.006	0.072	-22.144	Megacam_z
15.0	3.514531022037796e-19	2.3376278145275245e-20	23.991	0.072	-22.144	Megacam_z
16.0	3.6176463647513108e-19	2.4026799122453505e-20	23.96	0.072	-22.144	Megacam_z
17.0	3.71239971891496e-19	2.4626403774166644e-20	23.932	0.072	-22.144	Megacam_z
18.0	3.774685584132859e-19	2.502061612079952e-20	23.914	0.072	-22.144	Megacam_z
19.0	3.8617923017608875e-19	2.5592605417607785e-20	23.889	0.072	-22.144	Megacam_z
20.0	3.929217536243577e-19	2.60495565297305e-20	23.87	0.072	-22.144	Megacam_z
21.0	3.958066325054376e-19	2.6267544506854666e-20	23.862	0.072	-22.144	Megacam_z
22.0	3.9945806135264335e-19	2.6553995435442594e-20	23.852	0.072	-22.144	Megacam_z
23.0	4.0378312947439226e-19	2.6903883079636272e-20	23.84	0.072	-22.144	Megacam_z
24.0	4.1267301064925905e-19	2.757857949821425e-20	23.817	0.073	-22.144	Megacam_z
25.0	4.1934267802270666e-19	2.8126499377116733e-20	23.799	0.073	-22.144	Megacam_z
26.0	4.2343879781617963e-19	2.852035453470241e-20	23.789	0.073	-22.144	Megacam_z
27.0	4.2301818406648234e-19	2.8621840751664986e-20	23.79	0.073	-22.144	Megacam_z
28.0	4.1651951998761655e-19	2.8314490066839325e-20	23.807	0.074	-22.144	Megacam_z
29.0	4.0714372363661984e-19	2.780520701735838e-20	23.831	0.074	-22.144	Megacam_z
30.0	3.9484023252303216e-19	2.708367372119324e-20	23.865	0.074	-22.144	Megacam_z
31.0	3.800893226647726e-19	2.6178810093098092e-20	23.906	0.075	-22.144	Megacam_z
32.0	3.6524771521336015e-19	2.5252689359969668e-20	23.949	0.075	-22.144	Megacam_z
33.0	3.4751000904051354e-19	2.4113907064902048e-20	24.003	0.075	-22.144	Megacam_z
34.0	3.273393494844852e-19	2.2797158539401058e-20	24.068	0.076	-22.144	Megacam_z
35.0	3.052130057426754e-19	2.133860604219702e-20	24.144	0.076	-22.144	Megacam_z
36.0	2.8545013639326545e-19	2.0043252220510346e-20	24.217	0.076	-22.144	Megacam_z
37.0	2.6606328551089957e-19	1.877441590440951e-20	24.293	0.077	-22.144	Megacam_z
38.0	2.4644122478821764e-19	1.7488025998502957e-20	24.377	0.077	-22.144	Megacam_z
39.0	2.273504341705034e-19	1.623537187308246e-20	24.464	0.078	-22.144	Megacam_z
40.0	2.0995461213541457e-19	1.5096666229169875e-20	24.551	0.078	-22.144	Megacam_z
41.0	1.9401195873150548e-19	1.4052713844236203e-20	24.636	0.079	-22.144	Megacam_z
42.0	1.7941273598635057e-19	1.3094098385113039e-20	24.721	0.079	-22.144	Megacam_z
43.0	1.6612416632494664e-19	1.2223873166211402e-20	24.805	0.08	-22.144	Megacam_z
44.0	1.542716678989497e-19	1.143829637687856e-20	24.885	0.081	-22.144	Megacam_z
45.0	1.437926744260982e-19	1.0740275805466466e-20	24.962	0.081	-22.144	Megacam_z
46.0	1.347482194661124e-19	1.0135749079643319e-20	25.032	0.082	-22.144	Megacam_z
47.0	1.2695817696005203e-19	9.612917619542339e-21	25.097	0.082	-22.144	Megacam_z
48.0	1.2028899898538633e-19	9.163429314368753e-21	25.155	0.083	-22.144	Megacam_z
49.0	1.1403021795502088e-19	8.7346404091777e-21	25.213	0.083	-22.144	Megacam_z
50.0	1.0781095796748424e-19	8.29901272450872e-21	25.274	0.084	-22.144	Megacam_z
51.0	1.0168253722243864e-19	7.861283238386187e-21	25.338	0.084	-22.144	Megacam_z
52.0	9.562838336634129e-20	7.421129366603628e-21	25.404	0.084	-22.144	Megacam_z
53.0	9.008223830265814e-20	7.013330966560501e-21	25.469	0.085	-22.144	Megacam_z
54.0	8.7828129212064e-20	6.856510331219007e-21	25.497	0.085	-22.144	Megacam_z
55.0	8.566933441717024e-20	6.703139573515744e-21	25.524	0.085	-22.144	Megacam_z
56.0	8.363324363676999e-20	6.555833369564575e-21	25.55	0.085	-22.144	Megacam_z
57.0	8.17136547938336e-20	6.414498208573276e-21	25.575	0.085	-22.144	Megacam_z
58.0	7.990610216374783e-20	6.279140392786526e-21	25.599	0.085	-22.144	Megacam_z
59.0	7.820758934161436e-20	6.149875163095659e-21	25.623	0.085	-22.144	Megacam_z
60.0	7.65994779424684e-20	6.025582507785025e-21	25.645	0.085	-22.144	Megacam_z
61.0	7.506678788248237e-20	5.905401006471621e-21	25.667	0.085	-22.144	Megacam_z
62.0	7.282925946954844e-20	5.728217749768197e-21	25.7	0.085	-22.144	Megacam_z
63.0	7.06141742524985e-20	5.5514662328072266e-21	25.734	0.085	-22.144	Megacam_z
64.0	6.846647179905805e-20	5.3788347288213045e-21	25.767	0.085	-22.144	Megacam_z
65.0	6.639450999027658e-20	5.211104782496116e-21	25.801	0.085	-22.144	Megacam_z
66.0	6.440560950641796e-20	5.048983245009955e-21	25.834	0.085	-22.144	Megacam_z
67.0	6.249001857503401e-20	4.8918699320240435e-21	25.866	0.085	-22.144	Megacam_z
68.0	6.067249622672057e-20	4.7419094602152816e-21	25.898	0.085	-22.144	Megacam_z
69.0	5.892173329458327e-20	4.59690131157916e-21	25.93	0.085	-22.144	Megacam_z
70.0	5.725462512804035e-20	4.458449190109446e-21	25.961	0.085	-22.144	Megacam_z
71.0	5.567840921400862e-20	4.327414024574845e-21	25.992	0.084	-22.144	Megacam_z
72.0	5.419467105651579e-20	4.203700747569492e-21	26.021	0.084	-22.144	Megacam_z
73.0	5.2806165808159653e-20	4.088868989165778e-21	26.049	0.084	-22.144	Megacam_z
74.0	5.149249132821428e-20	3.981003643474782e-21	26.076	0.084	-22.144	Megacam_z
75.0	4.9865060491494534e-20	3.8502444935379246e-21	26.111	0.084	-22.144	Megacam_z
76.0	4.8292401910788344e-20	3.725166573576139e-21	26.146	0.084	-22.144	Megacam_z
77.0	4.676790746539854e-20	3.6052102933715636e-21	26.181	0.084	-22.144	Megacam_z
78.0	4.5299057204793105e-20	3.490820871974446e-21	26.216	0.084	-22.144	Megacam_z
79.0	4.389256345834877e-20	3.3823295645252133e-21	26.25	0.084	-22.144	Megacam_z
80.0	4.253732546553144e-20	3.2786700965691133e-21	26.284	0.084	-22.144	Megacam_z
81.0	4.1241736478958816e-20	3.1802745177020463e-21	26.318	0.084	-22.144	Megacam_z
82.0	4.000696885000553e-20	3.0870313749595095e-21	26.351	0.084	-22.144	Megacam_z
83.0	3.8835402439792734e-20	2.9989464001076334e-21	26.383	0.084	-22.144	Megacam_z
84.0	3.772570445122618e-20	2.9157683439339687e-21	26.414	0.084	-22.144	Megacam_z
85.0	3.6696478130350115e-20	2.838818773486874e-21	26.444	0.084	-22.144	Megacam_z
